movieId,original_title,clean_title,year,tmdb_id,tmdb_title,overview,genres_tmdb,runtime,vote_average,vote_count,popularity,release_date,budget,revenue,cast,directors,producers
99,Heidi Fleiss: Hollywood Madam (1995),Heidi Fleiss: Hollywood Madam,1995,63076,Heidi Fleiss: Hollywood Madam,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",['Documentary'],106,6.6,14,0.1726,1995-12-27,0,0,"['Nick Broomfield', 'Heidi Fleiss', 'Madam Alex', 'Ivan Nagy', 'Corinne Bohrer', 'Ron Jeremy', 'Daryl Gates', 'Nina Xining Zuo', 'Victoria Sellers', 'Mike Brambles']",['Nick Broomfield'],['Nick Broomfield']
100,City Hall (1996),City Hall,1996,11062,City Hall,"The accidental shooting of a boy in New York City leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.","['Drama', 'Thriller']",111,5.9,297,1.0004,1996-02-16,40000000,33440204,"['Al Pacino', 'John Cusack', 'Bridget Fonda', 'Danny Aiello', 'Martin Landau', 'David Paymer', 'Anthony Franciosa', 'Lindsay Duncan', 'Luna Lauren Velez', 'Richard Schiff']",['Harold Becker'],"['Harold Becker', 'Edward R. Pressman', 'Ken Lipper', 'Charles Mulvehill']"
101,Bottle Rocket (1996),Bottle Rocket,1996,13685,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.","['Comedy', 'Crime', 'Drama']",91,6.688,1101,1.3218,1996-02-21,7000000,1040879,"['Luke Wilson', 'Owen Wilson', 'Robert Musgrave', 'Lumi Cavazos', 'James Caan', 'Andrew Wilson', 'Teddy Wilson', 'Donny Caicedo', 'Ned Dowd', 'Jenni Tooley']",['Wes Anderson'],"['Cynthia Hargrave', 'Polly Platt']"
102,Mr. Wrong (1996),Mr. Wrong,1996,47475,Mr. Wrong,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.","['Comedy', 'Romance']",96,3.9,60,0.5262,1996-02-16,0,0,"['Ellen DeGeneres', 'Bill Pullman', 'Joan Cusack', 'Dean Stockwell', 'Joan Plowright', 'John Livingston', 'Robert Goulet', 'Ellen Cleghorne', 'Hope Davis', 'Christine Cattell']",['Nick Castle'],['Marty Katz']
103,Unforgettable (1996),Unforgettable,1996,2045,Unforgettable,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.","['Thriller', 'Mystery', 'Science Fiction']",116,5.6,107,0.6302,1996-02-23,18000000,0,"['Ray Liotta', 'Linda Fiorentino', 'Peter Coyote', 'Christopher McDonald', 'David Paymer', 'Duncan Fraser', 'Kim Coates', 'Kim Cattrall', 'Colleen Rennison', 'Caroline Elliott']",['John Dahl'],"['Dino De Laurentiis', 'Martha De Laurentiis']"
104,Happy Gilmore (1996),Happy Gilmore,1996,9614,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",['Comedy'],92,6.7,2909,90.1509,1996-02-16,12000000,41422354,"['Adam Sandler', 'Christopher McDonald', 'Julie Bowen', 'Frances Bay', 'Carl Weathers', 'Allen Covert', 'Robert Smigel', 'Bob Barker', 'Richard Kiel', 'Dennis Dugan']",['Dennis Dugan'],['Robert Simonds']
105,"Bridges of Madison County, The (1995)","Bridges of Madison County, The",1995,688,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,"['Drama', 'Romance']",135,7.718,2237,4.3222,1995-06-02,24000000,182000000,"['Meryl Streep', 'Clint Eastwood', 'Annie Corley', 'Victor Slezak', 'Jim Haynie', 'Sarah Zahn', 'Christopher Kroon', 'Phyllis Lyons', 'Debra Monk', 'Richard Lage']",['Clint Eastwood'],"['Clint Eastwood', 'Kathleen Kennedy', 'Michael Maurer', 'Tom Rooker']"
106,Nobody Loves Me (Keiner liebt mich) (1994),Nobody Loves Me (Keiner liebt mich),1994,11907,Nobody Loves Me,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?","['Drama', 'Comedy', 'Family']",104,6.3,34,0.2516,1994-11-07,0,0,"['Maria Schrader', 'Pierre Sanoussi-Bliss', 'Michael von Au', 'Elisabeth Trissenaar', 'Joachim Król', 'Ingo Naujoks', 'Peggy Parnass', 'Oliver Nägele', 'Ömer Simsek']",['Doris Dörrie'],"['Gerd Huber', 'Renate Seefeldt']"
107,Muppet Treasure Island (1996),Muppet Treasure Island,1996,698609,Muppet Sing Alongs: Muppet Treasure Island,"Muppet Sing Alongs: Muppet Treasure Island is a 1996 video produced just before the release of the feature film Muppet Treasure Island. Kermit is joined by Polly Lobster, Clueless Morgan, Mad Monty and the other pirates from Muppet Treasure Island in this half hour of pirate songs.","['Family', 'Music']",28,6.0,1,0.1118,1996-02-14,0,0,"['Jerry Nelson', 'Kevin Clash', 'Bill Barretta', 'Camille Bonora', 'Steve Whitmire', 'Martin P. Robinson', 'Peter Linz', 'Joey Mazzarino', 'Carmen Osbahr', 'Dave Goelz']",['David Gumpel'],['Pat Nugent']
108,Catwalk (1996),Catwalk,1996,89333,Catwalk,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",['Documentary'],95,7.5,8,0.3436,1995-12-08,0,0,"['Christy Turlington', 'Azzedine Alaïa', 'Giorgio Armani', 'Nadja Auermann', 'Sandra Bernhard', 'Kate Betts', 'Brandi', 'Carla Bruni', 'Naomi Campbell', 'Nino Cerruti']",['Robert Leacock'],[]
110,Braveheart (1995),Braveheart,1995,197,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.","['Action', 'Drama', 'History', 'War']",177,7.944,10505,12.9577,1995-05-24,72000000,213216216,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen', 'Brendan Gleeson', 'James Robinson', 'James Cosmo', 'Sean McGinley', 'Gerda Stevenson']",['Mel Gibson'],"['Mel Gibson', 'Alan Ladd Jr.', 'Bruce Davey']"
111,Taxi Driver (1976),Taxi Driver,1976,103,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,"['Crime', 'Drama']",114,8.135,12770,9.6047,1976-02-09,1900000,28579636,"['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd', 'Harvey Keitel', 'Peter Boyle', 'Leonard Harris', 'Albert Brooks', 'Diahnne Abbott', 'Frank Adu', 'Victor Argo']",['Martin Scorsese'],"['Julia Phillips', 'Michael Phillips']"
